CustomerID,Total_Revenue,Total_Quantity,Unique_Orders,Country,Revenue_Rank
18097,2697.8,1686,6,United Kingdom,638
17386,2686.42,1902,6,United Kingdom,639
12625,2683.82,1612,2,Germany,640
17346,2676.56,1657,15,United Kingdom,641
13883,2674.48,1436,5,United Kingdom,642
14713,2666.36,1615,11,United Kingdom,643
12360,2662.06,1165,3,Austria,644
14439,2661.24,526,1,Greece,645
15671,2657.13,1699,7,United Kingdom,646
12721,2656.13,1959,6,France,647
13851,2651.46,1705,3,United Kingdom,648
16618,2647.59,1363,5,United Kingdom,649
18260,2643.2000000000003,1478,6,United Kingdom,650
13658,2639.17,1019,5,United Kingdom,651
17655,2638.94,1116,7,United Kingdom,652
15752,2637.38,1978,7,United Kingdom,653
13804,2635.79,1498,7,United Kingdom,654
13771,2634.45,1477,4,United Kingdom,655
12520,2634.26,1439,5,Germany,656
17402,2633.85,701,13,United Kingdom,657
18077,2633.0099999999998,1878,11,United Kingdom,658
13422,2626.3,1326,1,United Kingdom,659
13644,2624.26,2067,4,United Kingdom,660
17965,2622.57,1556,14,United Kingdom,661
18210,2621.38,1398,6,United Kingdom,662
16255,2619.91,1767,8,United Kingdom,663
14262,2618.23,1645,8,United Kingdom,664
13021,2616.38,1352,9,United Kingdom,665
15782,2614.7400000000002,864,3,United Kingdom,666
14397,2612.96,1890,19,United Kingdom,667
12836,2612.86,1064,4,United Kingdom,668
18075,2611.75,1464,10,United Kingdom,669
12726,2609.1,3143,7,France,670
16241,2607.87,1453,13,United Kingdom,671
13136,2607.61,1328,5,United Kingdom,672
14408,2606.53,1616,7,United Kingdom,673
13983,2603.43,1183,12,United Kingdom,674
17317,2600.34,1146,3,United Kingdom,675
12600,2599.04,774,10,Germany,676
16919,2596.45,1413,11,United Kingdom,677
13895,2593.07,1365,4,United Kingdom,678
14243,2588.77,1221,10,United Kingdom,679
15033,2586.67,1695,10,United Kingdom,680
13911,2580.91,2731,9,United Kingdom,681
14546,2578.09,1317,5,United Kingdom,682
16912,2575.38,1029,11,United Kingdom,683
15485,2575.0,1306,3,United Kingdom,684
18245,2567.06,1788,7,United Kingdom,685
16308,2560.0,8000,4,United Kingdom,686
15572,2552.86,1229,7,United Kingdom,687
14334,2552.21,1731,8,United Kingdom,688
14701,2549.37,932,9,United Kingdom,689
14676,2548.2400000000002,2500,6,United Kingdom,690
13344,2543.72,971,3,United Kingdom,691
14776,2538.3,3134,11,United Kingdom,692
17700,2534.64,1266,4,United Kingdom,693
13471,2531.58,1590,4,United Kingdom,694
14659,2529.93,1195,9,United Kingdom,695
17314,2527.92,1896,8,United Kingdom,696
13975,2526.28,1732,6,United Kingdom,697
17449,2520.86,1122,7,United Kingdom,698
13394,2520.02,2392,8,United Kingdom,699
15245,2515.84,1784,3,United Kingdom,700
15271,2507.07,1262,15,United Kingdom,701
12352,2506.04,536,8,Norway,702
13695,2504.13,1603,15,United Kingdom,703
12517,2502.84,1371,5,Germany,704
15932,2495.87,2325,8,United Kingdom,705
16477,2494.46,1415,7,United Kingdom,706
12483,2484.98,1110,8,Sweden,707
12913,2483.63,1419,5,United Kingdom,708
16710,2483.04,1836,10,United Kingdom,709
14315,2481.13,1021,6,United Kingdom,710
13507,2479.16,1597,4,United Kingdom,711
13588,2478.95,2606,9,United Kingdom,712
17682,2474.33,1367,6,United Kingdom,713
17188,2474.23,1328,7,United Kingdom,714
14766,2473.37,1349,6,United Kingdom,715
14502,2470.67,1498,11,United Kingdom,716
17164,2467.35,1501,7,United Kingdom,717
12455,2466.86,2089,6,Cyprus,718
15750,2465.48,1786,8,United Kingdom,719
17131,2463.17,983,5,United Kingdom,720
13784,2462.79,2493,11,United Kingdom,721
15674,2446.6,1275,5,United Kingdom,722
14163,2445.91,893,4,United Kingdom,723
15527,2429.78,992,8,United Kingdom,724
17071,2429.03,1197,9,United Kingdom,725
13949,2427.32,2474,6,United Kingdom,726
16143,2424.94,919,6,United Kingdom,727
17722,2424.04,1595,4,United Kingdom,728
15089,2420.84,1359,6,United Kingdom,729
15373,2415.91,500,12,United Kingdom,730
12397,2409.9,1263,2,Belgium,731
17589,2404.17,1631,4,United Kingdom,732
15980,2398.86,1560,3,United Kingdom,733
18065,2392.83,1027,14,United Kingdom,734
13141,2388.75,1548,5,United Kingdom,735
15370,2386.05,830,7,United Kingdom,736
17530,2385.0,1526,10,United Kingdom,737
14493,2383.2400000000002,1285,5,United Kingdom,738
14554,2381.04,1478,4,United Kingdom,739
14239,2380.85,993,11,United Kingdom,740
15270,2379.49,1521,7,United Kingdom,741
13722,2375.41,1401,3,United Kingdom,742
17434,2373.82,1693,7,United Kingdom,743
14930,2372.86,1166,3,Channel Islands,744
13908,2369.55,1478,4,United Kingdom,745
15755,2364.25,1427,6,United Kingdom,746
12457,2363.23,843,7,Switzerland,747
17634,2361.9700000000003,840,9,United Kingdom,748
14030,2360.09,1479,8,United Kingdom,749
14440,2357.6800000000003,588,5,United Kingdom,750
15140,2354.25,1572,7,United Kingdom,751
14309,2352.53,1633,9,United Kingdom,752
12704,2340.84,1006,8,Finland,753
18259,2338.6000000000004,714,3,United Kingdom,754
12584,2338.15,416,9,Italy,755
18257,2337.63,1041,8,United Kingdom,756
17954,2332.72,2234,12,United Kingdom,757
15281,2332.15,1211,9,United Kingdom,758
12782,2330.92,1086,5,Portugal,759
15785,2328.9700000000003,1612,5,United Kingdom,760
17313,2328.84,1402,1,United Kingdom,761
17744,2322.4,3412,6,United Kingdom,762
17211,2317.2200000000003,1323,8,United Kingdom,763
14290,2314.65,915,5,United Kingdom,764
15365,2314.32,1084,7,United Kingdom,765
13994,2313.14,940,6,United Kingdom,766
13704,2308.06,1531,9,United Kingdom,767
15288,2306.52,775,5,United Kingdom,768
16735,2300.56,1573,5,United Kingdom,769
16550,2298.97,1540,5,United Kingdom,770
15105,2298.93,1211,7,United Kingdom,771
13115,2294.78,1567,4,United Kingdom,772
15704,2293.62,1028,4,United Kingdom,773
12615,2291.19,1376,4,France,774
13527,2287.51,1692,7,United Kingdom,775
17696,2285.71,1756,8,United Kingdom,776
12684,2283.63,1985,7,France,777
16782,2279.9,712,13,United Kingdom,778
13317,2273.68,1035,6,United Kingdom,779
17768,2273.1800000000003,1186,3,United Kingdom,780
14466,2272.4,1006,7,United Kingdom,781
13700,2265.12,2304,10,United Kingdom,782
16057,2263.12,863,7,United Kingdom,783
16209,2262.62,1179,5,United Kingdom,784
14432,2255.51,2070,6,United Kingdom,785
16293,2248.9900000000002,982,10,United Kingdom,786
17442,2248.56,1496,6,United Kingdom,787
15235,2247.51,1324,12,United Kingdom,788
16771,2246.81,1489,5,United Kingdom,789
15665,2242.01,1666,2,United Kingdom,790
14211,2241.1,1242,9,United Kingdom,791
16743,2238.09,2047,7,United Kingdom,792
14560,2237.77,1260,22,United Kingdom,793
14700,2235.3,1342,3,United Kingdom,794
16076,2234.73,1435,10,United Kingdom,795
15834,2233.75,965,4,United Kingdom,796
18242,2232.4900000000002,1017,4,United Kingdom,797
14226,2232.19,1308,5,United Kingdom,798
14825,2226.91,991,12,United Kingdom,799
17591,2225.9700000000003,1009,7,United Kingdom,800
12783,2225.91,624,6,Portugal,801
13365,2225.37,1247,2,United Kingdom,802
15722,2222.56,1026,5,United Kingdom,803
15811,2218.62,1071,6,United Kingdom,804
12876,2218.02,1941,2,Belgium,805
12653,2209.85,919,2,Israel,806
13862,2209.36,1688,8,United Kingdom,807
15797,2207.4,873,4,United Kingdom,808
15179,2206.95,1938,5,United Kingdom,809
13831,2202.99,745,6,United Kingdom,810
17406,2200.42,787,3,United Kingdom,811
15123,2199.31,1195,2,United Kingdom,812
16628,2188.05,1205,5,United Kingdom,813
15394,2183.54,910,4,United Kingdom,814
14341,2182.28,1403,8,United Kingdom,815
12856,2179.93,1079,6,United Kingdom,816
12909,2178.67,1280,5,United Kingdom,817
12501,2169.39,1783,1,Germany,818
12633,2163.98,1162,4,Germany,819
13755,2161.35,1264,9,United Kingdom,820
12935,2160.7,1853,7,United Kingdom,821
16456,2158.37,1148,5,United Kingdom,822
14407,2157.73,1415,6,United Kingdom,823
16379,2157.4,1410,4,United Kingdom,824
13224,2155.95,1518,2,United Kingdom,825
16966,2154.97,1981,7,United Kingdom,826
17272,2148.63,1778,4,United Kingdom,827
14828,2139.76,2172,3,United Kingdom,828
12560,2134.01,1110,3,Germany,829
17400,2129.96,1097,5,United Kingdom,830
13517,2128.42,1369,3,United Kingdom,831
14360,2128.23,1151,4,United Kingdom,832
16407,2126.93,1124,10,United Kingdom,833
14640,2125.08,886,6,United Kingdom,834
15058,2124.9900000000002,1069,11,United Kingdom,835
13632,2121.27,1037,5,United Kingdom,836
18061,2119.41,955,10,United Kingdom,837
18008,2116.19,1581,9,United Kingdom,838
14691,2114.33,707,5,United Kingdom,839
13265,2107.66,1752,5,United Kingdom,840
18173,2106.84,1220,4,United Kingdom,841
18093,2106.52,1392,4,United Kingdom,842
14461,2103.06,766,3,United Kingdom,843
14515,2102.09,1134,6,United Kingdom,844
17861,2100.8,1988,8,United Kingdom,845
15815,2100.6,1856,5,United Kingdom,846
13126,2099.64,2143,8,United Kingdom,847
12610,2099.54,1049,5,Italy,848
16875,2095.53,1069,5,United Kingdom,849
17191,2095.13,1167,7,United Kingdom,850
18283,2094.88,1397,16,United Kingdom,851
14306,2093.32,1075,2,United Kingdom,852
13571,2092.32,1759,12,United Kingdom,853
17490,2092.32,1134,7,United Kingdom,854
13297,2089.85,963,4,United Kingdom,855
18044,2088.6,1033,10,United Kingdom,856
14810,2087.88,1016,11,United Kingdom,857
16954,2085.08,1054,9,United Kingdom,858
18231,2083.27,821,5,United Kingdom,859
14696,2078.95,1630,7,United Kingdom,860
14209,2073.43,691,6,United Kingdom,861
18241,2073.09,1051,17,United Kingdom,862
18219,2069.77,885,10,United Kingdom,863
14482,2068.15,1646,6,United Kingdom,864
12948,2064.95,1080,7,United Kingdom,865
12928,2062.7000000000003,1472,5,United Kingdom,866
16281,2062.06,934,1,United Kingdom,867
14409,2059.4500000000003,1230,6,United Kingdom,868
12518,2056.89,1318,5,Germany,869
17667,2055.51,1033,5,United Kingdom,870
14188,2054.36,1162,6,United Kingdom,871
16150,2053.02,1047,5,United Kingdom,872
17086,2050.08,1859,6,United Kingdom,873
17612,2048.45,1808,6,United Kingdom,874
14232,2048.07,1941,5,United Kingdom,875
17625,2047.0,1198,4,United Kingdom,876
13495,2044.8700000000001,829,5,United Kingdom,877
17597,2044.3700000000001,1176,1,United Kingdom,878
17090,2043.95,921,7,United Kingdom,879
13450,2043.7199999999998,1982,6,United Kingdom,880
14001,2043.0800000000002,962,3,United Kingdom,881
12585,2040.1,1279,2,Germany,882
13593,2037.0800000000002,731,5,United Kingdom,883
18069,2036.67,1311,5,United Kingdom,884
17846,2033.1,1,1,United Kingdom,885
13630,2031.78,1391,7,United Kingdom,886
16409,2028.88,1306,5,United Kingdom,887
17337,2027.8700000000001,1269,4,United Kingdom,888
16358,2027.5,1302,4,United Kingdom,889
14544,2024.45,1543,2,United Kingdom,890
15341,2020.52,812,1,United Kingdom,891
14506,2012.17,730,5,United Kingdom,892
15531,2007.44,1105,2,United Kingdom,893
15372,2007.3999999999999,2924,1,United Kingdom,894
16098,2005.63,613,7,United Kingdom,895
14730,2005.06,1132,8,United Kingdom,896
14217,2004.98,689,17,United Kingdom,897
14462,2004.02,964,11,United Kingdom,898
17082,2003.85,1049,2,United Kingdom,899
16754,2002.4,4280,1,United Kingdom,900
15493,2001.8,560,5,United Kingdom,901
18188,2001.04,1168,3,United Kingdom,902
13305,2000.86,1232,10,United Kingdom,903
16698,1998.0,840,2,United Kingdom,904
17827,1995.46,1247,5,United Kingdom,905
18204,1993.7,1200,3,United Kingdom,906
17679,1992.1100000000001,729,2,United Kingdom,907
17088,1991.01,868,4,United Kingdom,908
13246,1987.3,1602,6,United Kingdom,909
13590,1981.92,1848,6,United Kingdom,910
13725,1980.56,806,8,United Kingdom,911
17422,1979.37,2253,6,United Kingdom,912
16341,1971.87,1398,4,United Kingdom,913
17997,1970.6699999999998,2298,8,United Kingdom,914
12674,1970.6,1133,4,France,915
17790,1965.55,836,14,United Kingdom,916
17218,1960.72,958,10,United Kingdom,917
15351,1960.1100000000001,753,7,United Kingdom,918
14498,1957.32,1098,5,United Kingdom,919
12853,1957.1000000000001,800,6,United Kingdom,920
17554,1952.45,1763,5,United Kingdom,921
14533,1949.72,4019,7,United Kingdom,922
14653,1947.55,950,7,United Kingdom,923
15814,1945.33,1271,4,United Kingdom,924
15518,1942.45,1273,8,United Kingdom,925
14418,1937.25,1711,3,United Kingdom,926
14472,1936.84,1160,8,United Kingdom,927
15864,1936.3200000000002,1192,6,United Kingdom,928
15157,1936.07,2392,3,United Kingdom,929
12528,1933.48,756,6,Germany,930
14655,1932.23,1089,4,United Kingdom,931
14978,1931.42,525,5,United Kingdom,932
16983,1931.25,1379,7,United Kingdom,933
13094,1927.3200000000002,1716,12,United Kingdom,934
16942,1920.59,811,9,United Kingdom,935
15021,1914.82,847,9,United Kingdom,936
17368,1912.67,1391,8,United Kingdom,937
14285,1910.01,541,4,United Kingdom,938
16426,1908.25,1243,10,United Kingdom,939
17228,1906.09,1532,8,United Kingdom,940
14210,1905.8400000000001,760,6,United Kingdom,941
15819,1905.45,1357,4,United Kingdom,942
14250,1904.05,1200,3,United Kingdom,943
12762,1898.52,1227,2,Portugal,944
17463,1896.41,1095,5,United Kingdom,945
17870,1894.35,1401,12,United Kingdom,946
14934,1890.94,1042,2,Channel Islands,947
12371,1887.96,591,2,Switzerland,948
15641,1887.2,1562,4,United Kingdom,949
16170,1885.05,1770,6,United Kingdom,950
13890,1883.8100000000002,831,10,United Kingdom,951
16128,1880.22,988,5,United Kingdom,952
17738,1879.05,1029,4,United Kingdom,953
15367,1877.59,1057,4,United Kingdom,954
17293,1875.1100000000001,1140,9,United Kingdom,955
16986,1873.2,1040,2,United Kingdom,956
13982,1871.81,1136,4,United Kingdom,957
16474,1871.5,943,7,United Kingdom,958
17469,1870.97,787,5,United Kingdom,959
16841,1869.82,2250,6,United Kingdom,960
14524,1867.68,676,9,United Kingdom,961
17787,1865.19,910,4,United Kingdom,962
16201,1863.47,1286,4,United Kingdom,963
14887,1862.0,1100,1,United Kingdom,964
12423,1859.31,1339,8,Belgium,965
17873,1859.16,1047,5,United Kingdom,966
14305,1858.96,1089,3,United Kingdom,967
12963,1856.63,881,8,United Kingdom,968
16979,1852.0,865,6,United Kingdom,969
13421,1851.08,1181,2,United Kingdom,970
12383,1850.56,1532,5,Belgium,971
12381,1845.31,808,5,Norway,972
17519,1844.02,1236,6,United Kingdom,973
18180,1843.75,1721,6,United Kingdom,974
12950,1843.0,1380,3,United Kingdom,975
17015,1842.56,1981,3,United Kingdom,976
16102,1842.14,942,3,United Kingdom,977
16455,1841.18,988,7,United Kingdom,978
14113,1840.42,745,4,United Kingdom,979
14216,1839.3,594,4,United Kingdom,980
13924,1838.8500000000001,1575,6,United Kingdom,981
14459,1837.92,760,1,United Kingdom,982
18287,1837.28,1586,3,United Kingdom,983
13650,1836.34,922,6,United Kingdom,984
15827,1836.0900000000001,882,14,United Kingdom,985
13048,1835.91,1238,4,United Kingdom,986
14665,1835.7,740,5,United Kingdom,987
16152,1829.04,642,1,United Kingdom,988
15203,1827.8,1753,6,United Kingdom,989
18122,1826.21,1234,6,United Kingdom,990
17702,1824.37,1353,4,United Kingdom,991
16153,1824.23,1073,5,United Kingdom,992
17705,1823.52,963,9,United Kingdom,993
16169,1822.97,1325,4,United Kingdom,994
17828,1820.09,667,4,Malta,995
17629,1814.12,1629,8,United Kingdom,996
15260,1810.77,885,7,United Kingdom,997
13481,1804.56,1142,5,United Kingdom,998
17663,1802.91,797,7,United Kingdom,999
15812,1801.14,922,5,United Kingdom,1000
16249,1800.07,950,5,United Kingdom,1001
13562,1799.33,757,3,United Kingdom,1002
13196,1797.78,1224,4,United Kingdom,1003
17750,1797.57,3957,9,United Kingdom,1004
17648,1797.5,487,4,United Kingdom,1005
12348,1797.24,2341,4,Finland,1006
18235,1796.48,1578,3,United Kingdom,1007
13134,1793.58,1059,4,United Kingdom,1008
18179,1793.17,1360,6,United Kingdom,1009
13510,1791.56,1386,4,United Kingdom,1010
16719,1790.42,1204,7,United Kingdom,1011
12523,1789.77,865,11,France,1012
14215,1789.72,1358,6,United Kingdom,1013
14621,1788.3600000000001,993,5,United Kingdom,1014
13875,1786.79,1316,5,United Kingdom,1015
14608,1785.15,437,4,United Kingdom,1016
14935,1784.71,935,1,Channel Islands,1017
15050,1782.09,1224,3,United Kingdom,1018
16380,1780.59,1524,1,United Kingdom,1019
15220,1778.96,1393,6,United Kingdom,1020
17092,1777.78,1131,4,United Kingdom,1021
12645,1775.18,1084,4,Germany,1022
17754,1772.26,1869,5,United Kingdom,1023
15594,1771.78,983,5,United Kingdom,1024
15473,1771.2,672,7,United Kingdom,1025
17813,1770.8799999999999,790,5,United Kingdom,1026
14387,1770.56,819,3,United Kingdom,1027
16681,1770.34,1407,6,United Kingdom,1028
13456,1766.72,765,6,United Kingdom,1029
15950,1765.51,729,4,United Kingdom,1030
16751,1764.72,1031,1,United Kingdom,1031
12424,1760.96,740,2,Australia,1032
12823,1759.5,230,5,United Kingdom,1033
12349,1757.55,631,1,Italy,1034
15241,1756.44,1818,8,United Kingdom,1035
16359,1750.92,1183,9,United Kingdom,1036
13564,1749.02,661,3,United Kingdom,1037
13808,1747.66,782,5,United Kingdom,1038
15067,1744.76,954,3,United Kingdom,1039
13157,1741.22,1439,4,United Kingdom,1040
14595,1740.6,978,6,United Kingdom,1041
17930,1740.48,1594,5,United Kingdom,1042
17353,1740.0,1200,2,United Kingdom,1043
17457,1737.7,826,5,United Kingdom,1044
14673,1736.4,1004,5,United Kingdom,1045
17043,1735.18,998,4,United Kingdom,1046
16791,1721.78,763,7,United Kingdom,1047
17451,1721.4,1203,7,United Kingdom,1048
14834,1720.3,734,6,United Kingdom,1049
15267,1717.36,944,5,United Kingdom,1050
17162,1715.46,1001,10,United Kingdom,1051
13763,1714.96,728,1,United Kingdom,1052
17147,1714.59,882,4,United Kingdom,1053
14441,1712.89,446,4,United Kingdom,1054
12405,1710.39,857,1,Finland,1055
15947,1708.24,898,1,United Kingdom,1056
12407,1708.1200000000001,1416,5,Belgium,1057
16902,1706.88,629,1,United Kingdom,1058
15240,1706.57,1369,5,United Kingdom,1059
16398,1705.8,758,2,United Kingdom,1060
17282,1703.41,1877,3,United Kingdom,1061
12843,1702.26,781,8,United Kingdom,1062
16007,1701.94,1393,4,United Kingdom,1063
13184,1701.29,1692,10,United Kingdom,1064
17193,1699.3000000000002,1254,7,United Kingdom,1065
13824,1698.94,768,5,United Kingdom,1066
16775,1695.66,440,11,United Kingdom,1067
12764,1693.88,386,1,Lebanon,1068
14245,1693.45,976,2,United Kingdom,1069
15549,1693.26,698,3,United Kingdom,1070
16813,1692.98,1525,10,United Kingdom,1071
16671,1692.27,875,3,United Kingdom,1072
15380,1690.2600000000002,376,5,United Kingdom,1073
17152,1689.5,517,3,United Kingdom,1074
12635,1689.18,1172,2,Germany,1075
13162,1688.29,1713,4,United Kingdom,1076
13577,1687.6000000000001,791,4,United Kingdom,1077
16638,1680.72,1255,10,United Kingdom,1078
13647,1678.1200000000001,895,4,United Kingdom,1079
13149,1676.06,1280,4,United Kingdom,1080
17656,1674.69,1399,5,United Kingdom,1081
16115,1667.97,1001,8,United Kingdom,1082
12912,1662.3,670,5,United Kingdom,1083
12530,1662.28,913,4,Germany,1084
13012,1661.8400000000001,824,8,United Kingdom,1085
15214,1661.44,1254,8,United Kingdom,1086
15024,1661.33,920,10,United Kingdom,1087
15332,1661.06,652,4,Lithuania,1088
12967,1660.9,438,2,United Kingdom,1089
14045,1659.75,535,4,United Kingdom,1090
15953,1659.3799999999999,892,8,United Kingdom,1091
15826,1654.31,963,3,United Kingdom,1092
14573,1653.42,544,9,United Kingdom,1093
17284,1652.58,1364,6,United Kingdom,1094
16711,1651.03,833,5,United Kingdom,1095
14837,1649.5,1436,4,United Kingdom,1096
13750,1647.26,516,5,United Kingdom,1097
12657,1643.18,1044,4,France,1098
15002,1641.76,862,4,United Kingdom,1099
13627,1638.47,1269,5,United Kingdom,1100
12398,1635.6599999999999,1394,1,Switzerland,1101
15122,1633.78,800,3,United Kingdom,1102
14164,1631.77,1033,2,United Kingdom,1103
17673,1629.12,1487,6,United Kingdom,1104
12377,1628.12,944,2,Switzerland,1105
16515,1627.13,833,5,United Kingdom,1106
14759,1625.97,569,3,United Kingdom,1107
16987,1625.05,402,7,United Kingdom,1108
13425,1624.21,1123,3,United Kingdom,1109
15172,1624.05,1611,5,United Kingdom,1110
14937,1621.88,484,3,Channel Islands,1111
17101,1621.73,815,4,United Kingdom,1112
14178,1620.93,1505,7,United Kingdom,1113
16801,1619.73,499,4,United Kingdom,1114
18161,1618.69,812,5,United Kingdom,1115
14336,1614.91,1759,4,United Kingdom,1116
16992,1614.31,860,5,United Kingdom,1117
15791,1612.69,731,2,United Kingdom,1118
14312,1611.59,1012,6,United Kingdom,1119
13614,1610.46,570,4,United Kingdom,1120
14918,1610.15,675,2,United Kingdom,1121
12868,1607.0600000000002,928,6,United Kingdom,1122
16817,1604.75,822,9,United Kingdom,1123
12947,1603.99,1165,6,United Kingdom,1124
16466,1603.46,789,7,United Kingdom,1125
14719,1602.13,1032,5,United Kingdom,1126
14587,1601.14,761,9,United Kingdom,1127
15660,1600.86,1050,9,United Kingdom,1128
16496,1599.52,1111,3,United Kingdom,1129
13850,1595.48,944,1,United Kingdom,1130
17837,1593.38,518,8,United Kingdom,1131
16332,1593.2,801,7,United Kingdom,1132
16676,1592.1200000000001,636,4,United Kingdom,1133
14970,1592.06,250,4,United Kingdom,1134
15611,1591.45,504,13,United Kingdom,1135
18178,1590.81,983,4,United Kingdom,1136
14442,1589.82,482,2,Channel Islands,1137
12393,1582.6000000000001,816,4,Australia,1138
15532,1580.93,521,4,United Kingdom,1139
12607,1579.51,1228,1,USA,1140
13814,1579.12,864,2,Germany,1141
16889,1578.67,925,3,United Kingdom,1142
13186,1575.89,820,3,United Kingdom,1143
13634,1575.16,704,5,United Kingdom,1144
13659,1573.2,894,2,United Kingdom,1145
17671,1572.71,772,4,United Kingdom,1146
16283,1570.81,1236,5,United Kingdom,1147
12865,1568.23,925,2,Austria,1148
15906,1567.69,544,7,United Kingdom,1149
15111,1567.48,710,3,United Kingdom,1150
17085,1566.65,786,5,United Kingdom,1151
17204,1564.56,646,4,United Kingdom,1152
18239,1561.6100000000001,795,5,United Kingdom,1153
14038,1560.38,965,3,United Kingdom,1154
16394,1555.34,2604,5,United Kingdom,1155
13313,1555.32,851,5,United Kingdom,1156
16369,1553.66,1035,3,United Kingdom,1157
15620,1553.18,915,3,United Kingdom,1158
15117,1551.78,1948,5,United Kingdom,1159
13320,1548.7,1096,4,United Kingdom,1160
14229,1547.2,610,3,United Kingdom,1161
14704,1546.91,1082,9,United Kingdom,1162
16790,1545.6200000000001,898,6,United Kingdom,1163
13397,1544.13,430,5,United Kingdom,1164
15701,1542.14,923,4,United Kingdom,1165
12818,1542.08,929,1,Austria,1166
16365,1540.42,504,9,United Kingdom,1167
17159,1538.88,1111,3,United Kingdom,1168
13849,1537.95,1016,2,United Kingdom,1169
12877,1535.77,1178,12,United Kingdom,1170
15392,1535.53,1277,4,United Kingdom,1171
15625,1534.26,1188,4,United Kingdom,1172
13107,1531.6200000000001,1293,4,United Kingdom,1173
12759,1531.44,902,3,Netherlands,1174
14321,1530.75,2406,5,United Kingdom,1175
14567,1530.3600000000001,412,2,United Kingdom,1176
15916,1528.09,757,8,United Kingdom,1177
16244,1522.75,855,2,United Kingdom,1178
16434,1522.25,767,7,United Kingdom,1179
16066,1521.87,936,5,United Kingdom,1180
13764,1521.76,932,3,United Kingdom,1181
13213,1520.58,1360,5,United Kingdom,1182
16880,1519.08,753,7,United Kingdom,1183
14267,1516.24,530,3,United Kingdom,1184
13791,1516.0,1200,2,United Kingdom,1185
16748,1515.9,880,5,United Kingdom,1186
16053,1511.95,1793,2,United Kingdom,1187
16910,1510.06,886,8,United Kingdom,1188
16279,1509.58,1054,3,United Kingdom,1189
16016,1508.76,620,8,United Kingdom,1190
15265,1506.1200000000001,612,2,United Kingdom,1191
12937,1504.27,1007,4,United Kingdom,1192
15530,1502.35,950,4,United Kingdom,1193
16762,1501.38,618,3,United Kingdom,1194
13810,1499.01,312,3,Germany,1195
17571,1498.51,905,4,United Kingdom,1196
14414,1496.98,2512,7,United Kingdom,1197
16755,1496.83,1064,3,United Kingdom,1198
17002,1493.73,679,3,United Kingdom,1199
15057,1489.5,668,2,United Kingdom,1200
13110,1488.67,388,7,United Kingdom,1201
13692,1488.32,1226,3,United Kingdom,1202
14963,1487.8,1176,5,United Kingdom,1203
17553,1487.6,1048,1,United Kingdom,1204
16395,1486.9,1476,5,United Kingdom,1205
14878,1485.54,802,9,United Kingdom,1206
14758,1484.06,419,4,United Kingdom,1207
18016,1483.56,1029,5,United Kingdom,1208
15427,1483.14,1013,3,United Kingdom,1209
17590,1479.22,828,3,United Kingdom,1210
14403,1475.81,519,4,United Kingdom,1211
15983,1475.02,892,4,United Kingdom,1212
12826,1474.72,1058,7,United Kingdom,1213
14404,1474.32,839,6,United Kingdom,1214
14246,1474.06,804,3,United Kingdom,1215
15128,1471.0,1343,4,United Kingdom,1216
16348,1469.45,819,7,United Kingdom,1217
14875,1465.3200000000002,558,2,United Kingdom,1218
12882,1463.04,246,2,United Kingdom,1219
14233,1462.72,680,4,United Kingdom,1220
14541,1461.65,647,8,United Kingdom,1221
17063,1461.14,770,7,United Kingdom,1222
16059,1459.8600000000001,643,6,United Kingdom,1223
16996,1456.96,544,6,United Kingdom,1224
13309,1456.79,1544,5,United Kingdom,1225
13477,1454.58,1021,6,United Kingdom,1226
15987,1451.28,1556,7,United Kingdom,1227
14740,1448.21,735,3,United Kingdom,1228
15426,1447.39,674,5,United Kingdom,1229
14591,1447.14,1297,4,United Kingdom,1230
17073,1446.09,759,4,United Kingdom,1231
13717,1445.01,1959,6,United Kingdom,1232
13461,1445.0,1170,3,United Kingdom,1233
17175,1443.69,866,4,United Kingdom,1234
15478,1441.42,585,2,United Kingdom,1235
15858,1438.85,1167,5,United Kingdom,1236
14071,1438.82,995,8,United Kingdom,1237
13159,1437.85,1059,4,United Kingdom,1238
14566,1432.0,800,1,Channel Islands,1239
16503,1431.93,569,4,United Kingdom,1240
13475,1431.78,1012,4,United Kingdom,1241
16103,1429.64,558,6,United Kingdom,1242
16271,1429.24,1038,5,United Kingdom,1243
14035,1428.02,739,5,United Kingdom,1244
15681,1426.16,816,5,United Kingdom,1245
15106,1422.52,1181,5,United Kingdom,1246
16463,1422.4,1163,4,United Kingdom,1247
16571,1421.69,1239,3,United Kingdom,1248
14019,1421.61,1037,3,United Kingdom,1249
14901,1421.29,661,9,United Kingdom,1250
14443,1420.2,938,4,United Kingdom,1251
17288,1419.73,1203,7,United Kingdom,1252
16173,1418.32,575,6,United Kingdom,1253
15444,1418.26,764,2,United Kingdom,1254
17856,1418.03,842,4,United Kingdom,1255
18116,1418.03,848,8,United Kingdom,1256
14649,1417.29,1018,4,United Kingdom,1257
14748,1415.75,1223,5,United Kingdom,1258
16012,1415.29,799,3,United Kingdom,1259
16245,1413.66,1014,3,United Kingdom,1260
17004,1412.94,819,2,United Kingdom,1261
15237,1412.32,1071,4,United Kingdom,1262
15596,1406.59,561,5,United Kingdom,1263
17083,1405.78,772,3,United Kingdom,1264
15563,1400.44,1501,4,United Kingdom,1265
14741,1400.34,841,6,United Kingdom,1266
18202,1396.99,581,3,United Kingdom,1267
13995,1393.69,879,5,United Kingdom,1268
